timestamp,frame_num,ear,mar,phone_confidence,fps
2026-08-04T10:14:50.918318,1,0.334,0.004,0.000,82.3
2026-08-04T10:14:51.052299,2,0.334,0.004,0.000,122.6
2026-08-04T10:14:51.168946,3,0.334,0.006,0.000,8.7
2026-08-04T10:14:51.179555,4,0.333,0.006,0.000,111.2
2026-08-04T10:14:51.232356,5,0.334,0.006,0.000,19.3
2026-08-04T10:14:51.329359,6,0.334,0.006,0.000,10.4
2026-08-04T10:14:51.339679,7,0.335,0.005,0.000,102.9
2026-08-04T10:14:51.395781,8,0.339,0.005,0.000,18.4
2026-08-04T10:14:51.456424,9,0.338,0.006,0.000,16.7
2026-08-04T10:14:51.464974,10,0.335,0.007,0.000,126.9
2026-08-04T10:14:51.525996,11,0.343,0.004,0.000,16.6
2026-08-04T10:14:51.596535,12,0.344,0.002,0.000,14.3
2026-08-04T10:14:51.626586,13,0.357,0.006,0.000,34.0
2026-08-04T10:14:51.662319,14,0.355,0.006,0.000,28.6
2026-08-04T10:14:51.760876,15,0.337,0.009,0.000,10.2
2026-08-04T10:14:51.770311,16,0.320,0.012,0.000,114.7
2026-08-04T10:14:51.826680,17,0.337,0.014,0.000,17.9
2026-08-04T10:14:51.893311,18,0.334,0.008,0.000,15.2
2026-08-04T10:14:51.926521,19,0.348,0.009,0.000,30.9
2026-08-04T10:14:51.963879,20,0.360,0.012,0.000,27.4
2026-08-04T10:14:52.061037,21,0.356,0.006,0.000,10.4
2026-08-04T10:14:52.069856,22,0.368,0.006,0.000,122.6
2026-08-04T10:14:52.126852,23,0.371,0.003,0.000,17.8
2026-08-04T10:14:52.193979,24,0.356,0.004,0.000,15.1
2026-08-04T10:14:52.202306,25,0.348,0.003,0.000,132.8
2026-08-04T10:14:52.258550,26,0.345,0.003,0.000,18.0
2026-08-04T10:14:52.328393,27,0.346,0.002,0.000,14.4
2026-08-04T10:14:52.359912,28,0.353,0.005,0.000,32.3
2026-08-04T10:14:52.394997,29,0.353,0.005,0.000,29.1
2026-08-04T10:14:52.495925,30,0.328,0.005,0.000,10.0
2026-08-04T10:14:52.505193,31,0.268,0.001,0.000,116.8
2026-08-04T10:14:52.558507,32,0.086,0.001,0.000,19.1
2026-08-04T10:14:52.625818,33,0.086,0.006,0.000,15.0
2026-08-04T10:14:52.635618,34,0.143,0.004,0.000,109.6
2026-08-04T10:14:52.690176,35,0.196,0.002,0.000,18.5
2026-08-04T10:14:52.759793,36,0.227,0.002,0.000,14.5
2026-08-04T10:14:52.768565,37,0.270,0.006,0.000,123.9
2026-08-04T10:14:52.824726,38,0.291,0.007,0.000,18.1
2026-08-04T10:14:52.921768,39,0.289,0.008,0.000,10.4
2026-08-04T10:14:52.932212,40,0.288,0.008,0.000,103.3
2026-08-04T10:14:52.992536,41,0.288,0.003,0.000,16.9
2026-08-04T10:14:53.060871,42,0.296,0.006,0.000,14.8
2026-08-04T10:14:53.088765,43,0.283,0.007,0.000,38.0
2026-08-04T10:14:53.126850,44,0.296,0.006,0.000,26.9
2026-08-04T10:14:53.219455,45,0.311,0.007,0.000,10.9
2026-08-04T10:14:53.231911,46,0.306,0.007,0.000,84.6
2026-08-04T10:14:53.291023,47,0.311,0.008,0.000,17.1
2026-08-04T10:14:53.360100,48,0.307,0.006,0.000,14.7
2026-08-04T10:14:53.368467,49,0.305,0.007,0.000,130.2
2026-08-04T10:14:53.425831,50,0.309,0.011,0.000,17.6
2026-08-04T10:14:53.498050,51,0.307,0.006,0.000,14.1
2026-08-04T10:14:53.521891,52,0.306,0.006,0.000,43.3
2026-08-04T10:14:53.557751,53,0.307,0.007,0.000,28.5
2026-08-04T10:14:53.657865,54,0.304,0.006,0.000,10.1
2026-08-04T10:14:53.668747,55,0.317,0.007,0.000,97.8
2026-08-04T10:14:53.723873,56,0.315,0.006,0.000,18.4
2026-08-04T10:14:53.793837,57,0.314,0.007,0.000,14.5
2026-08-04T10:14:53.802951,58,0.321,0.003,0.000,120.2
2026-08-04T10:14:53.854098,59,0.328,0.002,0.000,19.8
2026-08-04T10:14:53.923076,60,0.322,0.005,0.000,14.6
2026-08-04T10:14:53.933093,61,0.298,0.006,0.000,108.9
2026-08-04T10:14:53.988439,62,0.150,0.012,0.000,18.4
2026-08-04T10:14:54.089152,63,0.229,0.010,0.000,10.0
2026-08-04T10:14:54.098966,64,0.258,0.005,0.000,109.2
2026-08-04T10:14:54.155088,65,0.268,0.002,0.000,18.0
2026-08-04T10:14:54.237639,66,0.272,0.003,0.000,12.3
2026-08-04T10:14:54.254266,67,0.284,0.002,0.000,62.8
2026-08-04T10:14:54.292200,68,0.286,0.007,0.000,26.9
2026-08-04T10:14:54.392054,69,0.297,0.010,0.000,10.1
2026-08-04T10:14:54.402411,70,0.295,0.010,0.000,105.3
2026-08-04T10:14:54.454329,71,0.298,0.011,0.000,19.6
2026-08-04T10:14:54.522127,72,0.295,0.010,0.000,14.9
2026-08-04T10:14:54.532225,73,0.296,0.013,0.000,108.0
2026-08-04T10:14:54.586095,74,0.296,0.012,0.000,18.8
2026-08-04T10:14:54.655741,75,0.297,0.014,0.000,14.5
2026-08-04T10:14:54.687343,76,0.296,0.014,0.000,32.6
2026-08-04T10:14:54.724046,77,0.299,0.013,0.000,27.9
2026-08-04T10:14:54.829536,78,0.301,0.013,0.000,9.5
2026-08-04T10:14:54.838761,79,0.302,0.011,0.000,116.1
2026-08-04T10:14:54.887500,80,0.307,0.011,0.000,20.9
2026-08-04T10:14:54.951760,81,0.308,0.011,0.000,15.8
2026-08-04T10:14:54.960028,82,0.311,0.011,0.000,133.5
2026-08-04T10:14:55.017075,83,0.280,0.010,0.000,17.8
