timestamp,frame_num,ear,mar,phone_confidence,fps
2026-08-04T10:10:24.574356,1,0.309,0.009,0.000,80.7
2026-08-04T10:10:24.699323,2,0.312,0.008,0.000,101.6
2026-08-04T10:10:24.832417,3,0.310,0.008,0.000,7.6
2026-08-04T10:10:24.842164,4,0.307,0.009,0.000,122.2
2026-08-04T10:10:24.891300,5,0.307,0.009,0.000,21.2
2026-08-04T10:10:24.956598,6,0.292,0.010,0.000,15.5
2026-08-04T10:10:24.965427,7,0.272,0.011,0.000,126.5
2026-08-04T10:10:25.024808,8,0.265,0.011,0.000,17.5
2026-08-04T10:10:25.092880,9,0.272,0.012,0.000,14.9
2026-08-04T10:10:25.122820,10,0.272,0.012,0.000,34.2
2026-08-04T10:10:25.154290,11,0.275,0.012,0.000,32.7
2026-08-04T10:10:25.223051,12,0.278,0.011,0.000,14.7
2026-08-04T10:10:25.230999,13,0.275,0.012,0.000,139.8
2026-08-04T10:10:25.293562,14,0.281,0.011,0.000,16.3
2026-08-04T10:10:25.387670,15,0.277,0.011,0.000,10.7
2026-08-04T10:10:25.397930,16,0.274,0.010,0.000,105.4
2026-08-04T10:10:25.455973,17,0.277,0.011,0.000,17.5
2026-08-04T10:10:25.533866,18,0.278,0.011,0.000,13.0
2026-08-04T10:10:25.554933,19,0.276,0.011,0.000,50.4
2026-08-04T10:10:25.593615,20,0.276,0.011,0.000,26.9
2026-08-04T10:10:25.688174,21,0.276,0.011,0.000,10.7
2026-08-04T10:10:25.701489,22,0.276,0.011,0.000,79.1
2026-08-04T10:10:25.755601,23,0.273,0.011,0.000,18.9
2026-08-04T10:10:25.821302,24,0.275,0.011,0.000,15.4
2026-08-04T10:10:25.833607,25,0.273,0.011,0.000,86.3
2026-08-04T10:10:25.888740,26,0.272,0.011,0.000,18.5
2026-08-04T10:10:25.962853,27,0.270,0.011,0.000,13.7
2026-08-04T10:10:25.984269,28,0.271,0.012,0.000,48.2
2026-08-04T10:10:26.024659,29,0.269,0.011,0.000,25.2
2026-08-04T10:10:26.120411,30,0.194,0.013,0.000,10.5
2026-08-04T10:10:26.128971,31,0.169,0.012,0.000,129.8
2026-08-04T10:10:26.186806,32,0.164,0.007,0.000,17.5
2026-08-04T10:10:26.255878,33,0.169,0.006,0.000,14.6
2026-08-04T10:10:26.286479,34,0.208,0.003,0.000,33.5
2026-08-04T10:10:26.320695,35,0.213,0.002,0.000,29.9
2026-08-04T10:10:26.390296,36,0.241,0.001,0.000,14.6
2026-08-04T10:10:26.402020,37,0.262,0.002,0.000,91.5
2026-08-04T10:10:26.458315,38,0.277,0.003,0.000,18.2
2026-08-04T10:10:26.560129,39,0.286,0.005,0.000,9.9
2026-08-04T10:10:26.568526,40,0.282,0.005,0.000,130.9
2026-08-04T10:10:26.620884,41,0.286,0.004,0.000,19.4
2026-08-04T10:10:26.694404,42,0.287,0.003,0.000,13.9
2026-08-04T10:10:26.717967,43,0.292,0.004,0.000,43.9
2026-08-04T10:10:26.757289,44,0.290,0.004,0.000,26.0
2026-08-04T10:10:26.849492,45,0.294,0.003,0.000,10.9
2026-08-04T10:10:26.859589,46,0.298,0.003,0.000,106.0
2026-08-04T10:10:26.919329,47,0.288,0.001,0.000,17.0
2026-08-04T10:10:26.986911,48,0.275,0.001,0.000,15.0
